energy_system_scenario,freight_demand_scenario,year,region,technology,freight_ton_mile_travel
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_west,diesel,149000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_west,hydrogen,170000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_west,biodiesel,148000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_west,catenary,171000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_west,battery,153000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,texas,diesel,180000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,texas,hydrogen,153000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,texas,biodiesel,209000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,texas,catenary,198000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,texas,battery,156000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,california,diesel,208000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,california,hydrogen,181000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,california,biodiesel,165000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,california,catenary,165000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,california,battery,168000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,central,diesel,213000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,central,hydrogen,166000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,central,biodiesel,178000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,central,catenary,193000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,central,battery,184000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,middle_atlantic,diesel,199000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,middle_atlantic,hydrogen,182000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,middle_atlantic,biodiesel,149000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,middle_atlantic,catenary,189000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,middle_atlantic,battery,177000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_central,diesel,175000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_central,hydrogen,164000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_central,biodiesel,151000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_central,catenary,160000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_central,battery,201000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_east,diesel,215000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_east,hydrogen,200000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_east,biodiesel,207000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_east,catenary,193000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_east,battery,203000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_west,diesel,215000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_west,hydrogen,170000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_west,biodiesel,194000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_west,catenary,164000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_west,battery,208000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_east,diesel,162000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_east,hydrogen,185000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_east,biodiesel,152000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_east,catenary,204000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_east,battery,211000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_west,diesel,210000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_west,hydrogen,205000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_west,biodiesel,203000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_west,catenary,172000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_west,battery,154000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,texas,diesel,178000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,texas,hydrogen,183000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,texas,biodiesel,199000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,texas,catenary,185000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,texas,battery,186000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,california,diesel,161000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,california,hydrogen,172000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,california,biodiesel,201000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,california,catenary,195000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,california,battery,156000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,central,diesel,165000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,central,hydrogen,163000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,central,biodiesel,210000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,central,catenary,200000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,central,battery,184000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,middle_atlantic,diesel,186000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,middle_atlantic,hydrogen,180000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,middle_atlantic,biodiesel,163000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,middle_atlantic,catenary,185000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,middle_atlantic,battery,214000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_central,diesel,154000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_central,hydrogen,145000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_central,biodiesel,153000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_central,catenary,198000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_central,battery,196000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_east,diesel,147000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_east,hydrogen,212000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_east,biodiesel,194000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_east,catenary,187000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_east,battery,181000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_west,diesel,158000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_west,hydrogen,198000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_west,biodiesel,177000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_west,catenary,164000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_west,battery,196000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_east,diesel,155000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_east,hydrogen,215000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_east,biodiesel,159000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_east,catenary,196000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_east,battery,205000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_west,diesel,167000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_west,hydrogen,191000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_west,biodiesel,148000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_west,catenary,184000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_west,battery,198000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,texas,diesel,148000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,texas,hydrogen,146000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,texas,biodiesel,201000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,texas,catenary,163000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,texas,battery,180000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,california,diesel,160000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,california,hydrogen,212000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,california,biodiesel,165000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,california,catenary,208000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,california,battery,173000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,central,diesel,160000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,central,hydrogen,201000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,central,biodiesel,180000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,central,catenary,167000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,central,battery,174000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,middle_atlantic,diesel,209000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,middle_atlantic,hydrogen,215000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,middle_atlantic,biodiesel,213000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,middle_atlantic,catenary,162000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,middle_atlantic,battery,191000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_central,diesel,144000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_central,hydrogen,208000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_central,biodiesel,182000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_central,catenary,156000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_central,battery,187000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_east,diesel,177000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_east,hydrogen,200000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_east,biodiesel,169000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_east,catenary,182000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_east,battery,208000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_west,diesel,144000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_west,hydrogen,145000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_west,biodiesel,185000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_west,catenary,149000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_west,battery,212000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_east,diesel,168000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_east,hydrogen,183000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_east,biodiesel,157000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_east,catenary,146000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_east,battery,151000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_west,diesel,166000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_west,hydrogen,175000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_west,biodiesel,176000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_west,catenary,160000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_west,battery,207000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,texas,diesel,191000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,texas,hydrogen,186000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,texas,biodiesel,176000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,texas,catenary,168000000000.0
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,texas,battery,180000000000.0
50% CO2 reduction by 2050,Population Shift,2025,california,diesel,69126955268.0
50% CO2 reduction by 2050,Population Shift,2025,california,hydrogen,69126955268.0
50% CO2 reduction by 2050,Population Shift,2025,california,biodiesel,69126955268.0
50% CO2 reduction by 2050,Population Shift,2025,california,catenary,69126955268.0
50% CO2 reduction by 2050,Population Shift,2025,california,battery,69126955268.0
50% CO2 reduction by 2050,Population Shift,2025,central,diesel,287000000000.0
50% CO2 reduction by 2050,Population Shift,2025,central,hydrogen,287000000000.0
50% CO2 reduction by 2050,Population Shift,2025,central,biodiesel,287000000000.0
50% CO2 reduction by 2050,Population Shift,2025,central,catenary,287000000000.0
50% CO2 reduction by 2050,Population Shift,2025,central,battery,287000000000.0
50% CO2 reduction by 2050,Population Shift,2025,middle_atlantic,diesel,146000000000.0
50% CO2 reduction by 2050,Population Shift,2025,middle_atlantic,hydrogen,146000000000.0
50% CO2 reduction by 2050,Population Shift,2025,middle_atlantic,biodiesel,146000000000.0
50% CO2 reduction by 2050,Population Shift,2025,middle_atlantic,catenary,146000000000.0
50% CO2 reduction by 2050,Population Shift,2025,middle_atlantic,battery,146000000000.0
50% CO2 reduction by 2050,Population Shift,2025,north_central,diesel,364000000000.0
50% CO2 reduction by 2050,Population Shift,2025,north_central,hydrogen,364000000000.0
50% CO2 reduction by 2050,Population Shift,2025,north_central,biodiesel,364000000000.0
50% CO2 reduction by 2050,Population Shift,2025,north_central,catenary,364000000000.0
50% CO2 reduction by 2050,Population Shift,2025,north_central,battery,364000000000.0
50% CO2 reduction by 2050,Population Shift,2025,north_east,diesel,19560257973.0
50% CO2 reduction by 2050,Population Shift,2025,north_east,hydrogen,19560257973.0
50% CO2 reduction by 2050,Population Shift,2025,north_east,biodiesel,19560257973.0
50% CO2 reduction by 2050,Population Shift,2025,north_east,catenary,19560257973.0
50% CO2 reduction by 2050,Population Shift,2025,north_east,battery,19560257973.0
50% CO2 reduction by 2050,Population Shift,2025,north_west,diesel,160000000000.0
50% CO2 reduction by 2050,Population Shift,2025,north_west,hydrogen,160000000000.0
50% CO2 reduction by 2050,Population Shift,2025,north_west,biodiesel,160000000000.0
50% CO2 reduction by 2050,Population Shift,2025,north_west,catenary,160000000000.0
50% CO2 reduction by 2050,Population Shift,2025,north_west,battery,160000000000.0
50% CO2 reduction by 2050,Population Shift,2025,south_east,diesel,129000000000.0
50% CO2 reduction by 2050,Population Shift,2025,south_east,hydrogen,129000000000.0
50% CO2 reduction by 2050,Population Shift,2025,south_east,biodiesel,129000000000.0
50% CO2 reduction by 2050,Population Shift,2025,south_east,catenary,129000000000.0
50% CO2 reduction by 2050,Population Shift,2025,south_east,battery,129000000000.0
50% CO2 reduction by 2050,Population Shift,2025,south_west,diesel,98527896087.0
50% CO2 reduction by 2050,Population Shift,2025,south_west,hydrogen,98527896087.0
50% CO2 reduction by 2050,Population Shift,2025,south_west,biodiesel,98527896087.0
50% CO2 reduction by 2050,Population Shift,2025,south_west,catenary,98527896087.0
50% CO2 reduction by 2050,Population Shift,2025,south_west,battery,98527896087.0
50% CO2 reduction by 2050,Population Shift,2025,texas,diesel,195000000000.0
50% CO2 reduction by 2050,Population Shift,2025,texas,hydrogen,195000000000.0
50% CO2 reduction by 2050,Population Shift,2025,texas,biodiesel,195000000000.0
50% CO2 reduction by 2050,Population Shift,2025,texas,catenary,195000000000.0
50% CO2 reduction by 2050,Population Shift,2025,texas,battery,195000000000.0
50% CO2 reduction by 2050,Population Shift,2030,california,diesel,155000000000.0
50% CO2 reduction by 2050,Population Shift,2030,california,hydrogen,169000000000.0
50% CO2 reduction by 2050,Population Shift,2030,california,biodiesel,196000000000.0
50% CO2 reduction by 2050,Population Shift,2030,california,catenary,154000000000.0
50% CO2 reduction by 2050,Population Shift,2030,california,battery,201000000000.0
50% CO2 reduction by 2050,Population Shift,2030,central,diesel,184000000000.0
50% CO2 reduction by 2050,Population Shift,2030,central,hydrogen,175000000000.0
50% CO2 reduction by 2050,Population Shift,2030,central,biodiesel,149000000000.0
50% CO2 reduction by 2050,Population Shift,2030,central,catenary,171000000000.0
50% CO2 reduction by 2050,Population Shift,2030,central,battery,210000000000.0
50% CO2 reduction by 2050,Population Shift,2030,middle_atlantic,diesel,158000000000.0
50% CO2 reduction by 2050,Population Shift,2030,middle_atlantic,hydrogen,203000000000.0
50% CO2 reduction by 2050,Population Shift,2030,middle_atlantic,biodiesel,188000000000.0
50% CO2 reduction by 2050,Population Shift,2030,middle_atlantic,catenary,187000000000.0
50% CO2 reduction by 2050,Population Shift,2030,middle_atlantic,battery,203000000000.0
50% CO2 reduction by 2050,Population Shift,2030,north_central,diesel,168000000000.0
50% CO2 reduction by 2050,Population Shift,2030,north_central,hydrogen,151000000000.0
50% CO2 reduction by 2050,Population Shift,2030,north_central,biodiesel,171000000000.0
50% CO2 reduction by 2050,Population Shift,2030,north_central,catenary,161000000000.0
50% CO2 reduction by 2050,Population Shift,2030,north_central,battery,185000000000.0
50% CO2 reduction by 2050,Population Shift,2030,north_east,diesel,145000000000.0
50% CO2 reduction by 2050,Population Shift,2030,north_east,hydrogen,146000000000.0
50% CO2 reduction by 2050,Population Shift,2030,north_east,biodiesel,179000000000.0
50% CO2 reduction by 2050,Population Shift,2030,north_east,catenary,160000000000.0
50% CO2 reduction by 2050,Population Shift,2030,north_east,battery,209000000000.0
50% CO2 reduction by 2050,Population Shift,2030,north_west,diesel,210000000000.0
50% CO2 reduction by 2050,Population Shift,2030,north_west,hydrogen,173000000000.0
50% CO2 reduction by 2050,Population Shift,2030,north_west,biodiesel,196000000000.0
50% CO2 reduction by 2050,Population Shift,2030,north_west,catenary,164000000000.0
50% CO2 reduction by 2050,Population Shift,2030,north_west,battery,208000000000.0
50% CO2 reduction by 2050,Population Shift,2030,south_east,diesel,167000000000.0
50% CO2 reduction by 2050,Population Shift,2030,south_east,hydrogen,146000000000.0
50% CO2 reduction by 2050,Population Shift,2030,south_east,biodiesel,186000000000.0
50% CO2 reduction by 2050,Population Shift,2030,south_east,catenary,169000000000.0
50% CO2 reduction by 2050,Population Shift,2030,south_east,battery,190000000000.0
50% CO2 reduction by 2050,Population Shift,2030,south_west,diesel,180000000000.0
50% CO2 reduction by 2050,Population Shift,2030,south_west,hydrogen,211000000000.0
50% CO2 reduction by 2050,Population Shift,2030,south_west,biodiesel,151000000000.0
50% CO2 reduction by 2050,Population Shift,2030,south_west,catenary,197000000000.0
50% CO2 reduction by 2050,Population Shift,2030,south_west,battery,179000000000.0
50% CO2 reduction by 2050,Population Shift,2030,texas,diesel,154000000000.0
50% CO2 reduction by 2050,Population Shift,2030,texas,hydrogen,191000000000.0
50% CO2 reduction by 2050,Population Shift,2030,texas,biodiesel,189000000000.0
50% CO2 reduction by 2050,Population Shift,2030,texas,catenary,197000000000.0
50% CO2 reduction by 2050,Population Shift,2030,texas,battery,192000000000.0
50% CO2 reduction by 2050,Population Shift,2035,california,diesel,215000000000.0
50% CO2 reduction by 2050,Population Shift,2035,california,hydrogen,181000000000.0
50% CO2 reduction by 2050,Population Shift,2035,california,biodiesel,214000000000.0
50% CO2 reduction by 2050,Population Shift,2035,california,catenary,190000000000.0
50% CO2 reduction by 2050,Population Shift,2035,california,battery,146000000000.0
50% CO2 reduction by 2050,Population Shift,2035,central,diesel,197000000000.0
50% CO2 reduction by 2050,Population Shift,2035,central,hydrogen,202000000000.0
50% CO2 reduction by 2050,Population Shift,2035,central,biodiesel,190000000000.0
50% CO2 reduction by 2050,Population Shift,2035,central,catenary,176000000000.0
50% CO2 reduction by 2050,Population Shift,2035,central,battery,155000000000.0
50% CO2 reduction by 2050,Population Shift,2035,middle_atlantic,diesel,206000000000.0
50% CO2 reduction by 2050,Population Shift,2035,middle_atlantic,hydrogen,189000000000.0
50% CO2 reduction by 2050,Population Shift,2035,middle_atlantic,biodiesel,199000000000.0
50% CO2 reduction by 2050,Population Shift,2035,middle_atlantic,catenary,165000000000.0
50% CO2 reduction by 2050,Population Shift,2035,middle_atlantic,battery,214000000000.0
50% CO2 reduction by 2050,Population Shift,2035,north_central,diesel,206000000000.0
50% CO2 reduction by 2050,Population Shift,2035,north_central,hydrogen,182000000000.0
50% CO2 reduction by 2050,Population Shift,2035,north_central,biodiesel,195000000000.0
50% CO2 reduction by 2050,Population Shift,2035,north_central,catenary,188000000000.0
50% CO2 reduction by 2050,Population Shift,2035,north_central,battery,180000000000.0
50% CO2 reduction by 2050,Population Shift,2035,north_east,diesel,175000000000.0
50% CO2 reduction by 2050,Population Shift,2035,north_east,hydrogen,181000000000.0
50% CO2 reduction by 2050,Population Shift,2035,north_east,biodiesel,171000000000.0
50% CO2 reduction by 2050,Population Shift,2035,north_east,catenary,210000000000.0
50% CO2 reduction by 2050,Population Shift,2035,north_east,battery,201000000000.0
50% CO2 reduction by 2050,Population Shift,2035,north_west,diesel,194000000000.0
50% CO2 reduction by 2050,Population Shift,2035,north_west,hydrogen,210000000000.0
50% CO2 reduction by 2050,Population Shift,2035,north_west,biodiesel,175000000000.0
50% CO2 reduction by 2050,Population Shift,2035,north_west,catenary,175000000000.0
50% CO2 reduction by 2050,Population Shift,2035,north_west,battery,205000000000.0
50% CO2 reduction by 2050,Population Shift,2035,south_east,diesel,156000000000.0
50% CO2 reduction by 2050,Population Shift,2035,south_east,hydrogen,146000000000.0
50% CO2 reduction by 2050,Population Shift,2035,south_east,biodiesel,167000000000.0
50% CO2 reduction by 2050,Population Shift,2035,south_east,catenary,190000000000.0
50% CO2 reduction by 2050,Population Shift,2035,south_east,battery,212000000000.0
50% CO2 reduction by 2050,Population Shift,2035,south_west,diesel,164000000000.0
50% CO2 reduction by 2050,Population Shift,2035,south_west,hydrogen,145000000000.0
50% CO2 reduction by 2050,Population Shift,2035,south_west,biodiesel,199000000000.0
50% CO2 reduction by 2050,Population Shift,2035,south_west,catenary,181000000000.0
50% CO2 reduction by 2050,Population Shift,2035,south_west,battery,164000000000.0
50% CO2 reduction by 2050,Population Shift,2035,texas,diesel,166000000000.0
50% CO2 reduction by 2050,Population Shift,2035,texas,hydrogen,187000000000.0
50% CO2 reduction by 2050,Population Shift,2035,texas,biodiesel,147000000000.0
50% CO2 reduction by 2050,Population Shift,2035,texas,catenary,149000000000.0
50% CO2 reduction by 2050,Population Shift,2035,texas,battery,178000000000.0
50% CO2 reduction by 2050,Population Shift,2040,california,diesel,208000000000.0
50% CO2 reduction by 2050,Population Shift,2040,california,hydrogen,145000000000.0
50% CO2 reduction by 2050,Population Shift,2040,california,biodiesel,191000000000.0
50% CO2 reduction by 2050,Population Shift,2040,california,catenary,196000000000.0
50% CO2 reduction by 2050,Population Shift,2040,california,battery,145000000000.0
50% CO2 reduction by 2050,Population Shift,2040,central,diesel,188000000000.0
50% CO2 reduction by 2050,Population Shift,2040,central,hydrogen,215000000000.0
50% CO2 reduction by 2050,Population Shift,2040,central,biodiesel,214000000000.0
50% CO2 reduction by 2050,Population Shift,2040,central,catenary,178000000000.0
50% CO2 reduction by 2050,Population Shift,2040,central,battery,166000000000.0
50% CO2 reduction by 2050,Population Shift,2040,middle_atlantic,diesel,213000000000.0
50% CO2 reduction by 2050,Population Shift,2040,middle_atlantic,hydrogen,200000000000.0
50% CO2 reduction by 2050,Population Shift,2040,middle_atlantic,biodiesel,178000000000.0
50% CO2 reduction by 2050,Population Shift,2040,middle_atlantic,catenary,169000000000.0
50% CO2 reduction by 2050,Population Shift,2040,middle_atlantic,battery,182000000000.0
50% CO2 reduction by 2050,Population Shift,2040,north_central,diesel,171000000000.0
50% CO2 reduction by 2050,Population Shift,2040,north_central,hydrogen,195000000000.0
50% CO2 reduction by 2050,Population Shift,2040,north_central,biodiesel,146000000000.0
50% CO2 reduction by 2050,Population Shift,2040,north_central,catenary,154000000000.0
50% CO2 reduction by 2050,Population Shift,2040,north_central,battery,145000000000.0
50% CO2 reduction by 2050,Population Shift,2040,north_east,diesel,167000000000.0
50% CO2 reduction by 2050,Population Shift,2040,north_east,hydrogen,172000000000.0
50% CO2 reduction by 2050,Population Shift,2040,north_east,biodiesel,209000000000.0
50% CO2 reduction by 2050,Population Shift,2040,north_east,catenary,152000000000.0
50% CO2 reduction by 2050,Population Shift,2040,north_east,battery,192000000000.0
50% CO2 reduction by 2050,Population Shift,2040,north_west,diesel,202000000000.0
50% CO2 reduction by 2050,Population Shift,2040,north_west,hydrogen,162000000000.0
50% CO2 reduction by 2050,Population Shift,2040,north_west,biodiesel,160000000000.0
50% CO2 reduction by 2050,Population Shift,2040,north_west,catenary,150000000000.0
50% CO2 reduction by 2050,Population Shift,2040,north_west,battery,209000000000.0
50% CO2 reduction by 2050,Population Shift,2040,south_east,diesel,157000000000.0
50% CO2 reduction by 2050,Population Shift,2040,south_east,hydrogen,180000000000.0
50% CO2 reduction by 2050,Population Shift,2040,south_east,biodiesel,206000000000.0
50% CO2 reduction by 2050,Population Shift,2040,south_east,catenary,199000000000.0
50% CO2 reduction by 2050,Population Shift,2040,south_east,battery,181000000000.0
50% CO2 reduction by 2050,Population Shift,2040,south_west,diesel,172000000000.0
50% CO2 reduction by 2050,Population Shift,2040,south_west,hydrogen,170000000000.0
50% CO2 reduction by 2050,Population Shift,2040,south_west,biodiesel,187000000000.0
50% CO2 reduction by 2050,Population Shift,2040,south_west,catenary,213000000000.0
50% CO2 reduction by 2050,Population Shift,2040,south_west,battery,151000000000.0
50% CO2 reduction by 2050,Population Shift,2040,texas,diesel,177000000000.0
50% CO2 reduction by 2050,Population Shift,2040,texas,hydrogen,214000000000.0
50% CO2 reduction by 2050,Population Shift,2040,texas,biodiesel,164000000000.0
50% CO2 reduction by 2050,Population Shift,2040,texas,catenary,158000000000.0
50% CO2 reduction by 2050,Population Shift,2040,texas,battery,206000000000.0
50% CO2 reduction by 2050,Population Shift,2045,california,diesel,181000000000.0
50% CO2 reduction by 2050,Population Shift,2045,california,hydrogen,144000000000.0
50% CO2 reduction by 2050,Population Shift,2045,california,biodiesel,182000000000.0
50% CO2 reduction by 2050,Population Shift,2045,california,catenary,175000000000.0
50% CO2 reduction by 2050,Population Shift,2045,california,battery,191000000000.0
50% CO2 reduction by 2050,Population Shift,2045,central,diesel,177000000000.0
50% CO2 reduction by 2050,Population Shift,2045,central,hydrogen,161000000000.0
50% CO2 reduction by 2050,Population Shift,2045,central,biodiesel,197000000000.0
50% CO2 reduction by 2050,Population Shift,2045,central,catenary,203000000000.0
50% CO2 reduction by 2050,Population Shift,2045,central,battery,207000000000.0
50% CO2 reduction by 2050,Population Shift,2045,middle_atlantic,diesel,184000000000.0
50% CO2 reduction by 2050,Population Shift,2045,middle_atlantic,hydrogen,185000000000.0
50% CO2 reduction by 2050,Population Shift,2045,middle_atlantic,biodiesel,157000000000.0
50% CO2 reduction by 2050,Population Shift,2045,middle_atlantic,catenary,194000000000.0
50% CO2 reduction by 2050,Population Shift,2045,middle_atlantic,battery,180000000000.0
