energy_system_scenario,freight_demand_scenario,year,region,technology,number_of_locomotives,number_of_tender_cars,locomotive_hours,tender_hours,cost_per_locomotive ($),cost_per_tender ($),cost_per_locomotive_hour ($),cost_per_tender_hour ($)
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_central,diesel,2370,0,10376,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_central,hydrogen,2723,2723,11921,11921,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_central,biodiesel,2672,0,11698,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_central,battery,2318,6954,10148,30445,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_east,diesel,2853,0,12490,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_east,hydrogen,2384,2384,10437,10437,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_east,biodiesel,2747,0,12026,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_east,battery,2550,7650,11164,33492,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_west,diesel,2681,0,11737,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_west,hydrogen,2880,2880,12609,12609,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_west,biodiesel,3153,0,13804,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_west,battery,3092,9276,13537,40610,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_east,diesel,2727,0,11939,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_east,hydrogen,2246,2246,9833,9833,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_east,biodiesel,2500,0,10945,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_east,battery,2953,8859,12928,38785,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_west,diesel,2463,0,10783,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_west,hydrogen,2437,2437,10669,10669,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_west,biodiesel,2707,0,11851,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_west,battery,2414,7242,10568,31705,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,texas,diesel,3235,0,14163,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,texas,hydrogen,3240,3240,14185,14185,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,texas,biodiesel,2709,0,11860,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,texas,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2030,texas,battery,2224,6672,9737,29210,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,california,diesel,2663,0,11659,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,california,hydrogen,2914,2914,12757,12757,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,california,biodiesel,2867,0,12552,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,california,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,california,battery,2612,7836,11435,34306,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,central,diesel,3137,0,13734,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,central,hydrogen,3255,3255,14250,14250,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,central,biodiesel,2912,0,12749,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,central,battery,3005,9015,13156,39468,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,middle_atlantic,diesel,2865,0,12543,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,middle_atlantic,hydrogen,3252,3252,14237,14237,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,middle_atlantic,biodiesel,2923,0,12797,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,middle_atlantic,battery,3265,9795,14294,42883,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_central,diesel,2253,0,9864,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_central,hydrogen,2427,2427,10625,10625,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_central,biodiesel,3141,0,13751,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_central,battery,2824,8472,12363,37090,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_east,diesel,3148,0,13782,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_east,hydrogen,2368,2368,10367,10367,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_east,biodiesel,2683,0,11746,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_east,battery,2207,6621,9662,28987,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_west,diesel,2320,0,10157,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_west,hydrogen,2318,2318,10148,10148,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_west,biodiesel,2443,0,10695,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_west,battery,2608,7824,11418,34253,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_east,diesel,2897,0,12683,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_east,hydrogen,2877,2877,12596,12596,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_east,biodiesel,2993,0,13103,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_east,battery,3020,9060,13222,39665,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_west,diesel,2501,0,10949,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_west,hydrogen,3105,3105,13594,13594,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_west,biodiesel,2906,0,12722,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_west,battery,3025,9075,13243,39730,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,texas,diesel,2866,0,12547,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,texas,hydrogen,2973,2973,13016,13016,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,texas,biodiesel,3045,0,13331,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,texas,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2035,texas,battery,2711,8133,11869,35606,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,california,diesel,2647,0,11589,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,california,hydrogen,2262,2262,9903,9903,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,california,biodiesel,2750,0,12040,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,california,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,california,battery,2337,7011,10231,30694,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,central,diesel,2796,0,12241,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,central,hydrogen,2270,2270,9938,9938,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,central,biodiesel,2397,0,10494,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,central,battery,3219,9657,14093,42278,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,middle_atlantic,diesel,3111,0,13620,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,middle_atlantic,hydrogen,2900,2900,12696,12696,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,middle_atlantic,biodiesel,2955,0,12937,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,middle_atlantic,battery,2274,6822,9956,29867,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_central,diesel,3250,0,14229,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_central,hydrogen,2313,2313,10126,10126,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_central,biodiesel,3064,0,13414,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_central,battery,2946,8838,12898,38693,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_east,diesel,2461,0,10774,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_east,hydrogen,2326,2326,10183,10183,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_east,biodiesel,3027,0,13252,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_east,battery,2193,6579,9601,28803,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_west,diesel,2812,0,12311,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_west,hydrogen,2590,2590,11339,11339,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_west,biodiesel,2988,0,13081,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_west,battery,2813,8439,12315,36946,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_east,diesel,2941,0,12876,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_east,hydrogen,2874,2874,12582,12582,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_east,biodiesel,3173,0,13891,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_east,battery,3018,9054,13213,39638,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_west,diesel,2925,0,12806,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_west,hydrogen,2561,2561,11212,11212,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_west,biodiesel,2996,0,13116,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_west,battery,2936,8808,12854,38561,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,texas,diesel,2809,0,12298,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,texas,hydrogen,2569,2569,11247,11247,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,texas,biodiesel,2687,0,11764,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,texas,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2040,texas,battery,2707,8121,11851,35554,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,california,diesel,2765,0,12105,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,california,hydrogen,2301,2301,10074,10074,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,california,biodiesel,3153,0,13804,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,california,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,california,battery,2385,7155,10442,31325,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,central,diesel,2328,0,10192,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,central,hydrogen,2694,2694,11794,11794,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,central,biodiesel,2411,0,10555,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,central,battery,3265,9795,14294,42883,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,middle_atlantic,diesel,2622,0,11479,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,middle_atlantic,hydrogen,2283,2283,9995,9995,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,middle_atlantic,biodiesel,2309,0,10109,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,middle_atlantic,battery,2369,7107,10371,31114,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_central,diesel,2387,0,10450,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_central,hydrogen,2504,2504,10963,10963,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_central,biodiesel,2627,0,11501,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_central,battery,2533,7599,11089,33268,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_east,diesel,2440,0,10682,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_east,hydrogen,2675,2675,11711,11711,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_east,biodiesel,2219,0,9715,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_east,battery,2209,6627,9671,29013,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_west,diesel,2959,0,12955,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_west,hydrogen,2411,2411,10555,10555,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_west,biodiesel,2881,0,12613,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_west,battery,2548,7644,11155,33465,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_east,diesel,2490,0,10901,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_east,hydrogen,2491,2491,10906,10906,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_east,biodiesel,2436,0,10665,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_east,battery,3208,9624,14045,42134,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_west,diesel,2334,0,10218,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_west,hydrogen,2420,2420,10595,10595,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_west,biodiesel,3201,0,14014,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_west,battery,2878,8634,12600,37800,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,texas,diesel,2616,0,11453,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,texas,hydrogen,2677,2677,11720,11720,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,texas,biodiesel,3186,0,13948,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,texas,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2045,texas,battery,2630,7890,11514,34542,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,california,diesel,2395,0,10485,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,california,hydrogen,2938,2938,12863,12863,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,california,biodiesel,2266,0,9921,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,california,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,california,battery,2476,7428,10840,32520,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,central,diesel,2342,0,10253,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,central,hydrogen,2923,2923,12797,12797,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,central,biodiesel,2938,0,12863,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,central,battery,2844,8532,12451,37353,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,middle_atlantic,diesel,2982,0,13055,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,middle_atlantic,hydrogen,2341,2341,10249,10249,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,middle_atlantic,biodiesel,2266,0,9921,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,middle_atlantic,battery,2949,8847,12911,38732,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_central,diesel,2463,0,10783,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_central,hydrogen,3099,3099,13567,13567,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_central,biodiesel,3255,0,14250,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_central,battery,2493,7479,10914,32743,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_east,diesel,3129,0,13699,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_east,hydrogen,2636,2636,11540,11540,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_east,biodiesel,2913,0,12753,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_east,battery,2309,6927,10109,30326,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_west,diesel,2493,0,10914,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_west,hydrogen,2245,2245,9829,9829,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_west,biodiesel,3222,0,14106,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_west,battery,2418,7254,10586,31758,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_east,diesel,2939,0,12867,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_east,hydrogen,2689,2689,11772,11772,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_east,biodiesel,2712,0,11873,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_east,battery,2634,7902,11532,34595,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_west,diesel,3191,0,13970,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_west,hydrogen,2984,2984,13064,13064,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_west,biodiesel,3038,0,13300,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_west,battery,2828,8484,12381,37143,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,texas,diesel,2485,0,10879,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,texas,hydrogen,2859,2859,12517,12517,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,texas,biodiesel,2295,0,10048,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,texas,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Maritime Activity Reduction,2050,texas,battery,2604,7812,11400,34201,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,california,diesel,2814,0,12320,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,california,hydrogen,2649,2649,11597,11597,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,california,biodiesel,2366,0,10358,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,california,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,california,battery,2744,8232,12013,36040,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,central,diesel,2261,0,9899,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,central,hydrogen,3132,3132,13712,13712,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,central,biodiesel,2470,0,10814,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,central,battery,2275,6825,9960,29880,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,middle_atlantic,diesel,2292,0,10034,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,middle_atlantic,hydrogen,3109,3109,13611,13611,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,middle_atlantic,biodiesel,2617,0,11457,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,middle_atlantic,battery,2720,8160,11908,35724,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,north_central,diesel,2483,0,10871,0,3500000,0,93.09,23.27
